zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,irs_estimated_population_2015
86024,STANDARD,0,Happy Jack,Flagstaff,,AZ,Coconino County,America/Phoenix,928,NA,US,34.73,-111.15,450
86025,STANDARD,0,Holbrook,,,AZ,Navajo County,America/Phoenix,928,NA,US,34.94,-110.09,4660
86028,PO BOX,0,Petrified Forest Natl Pk,"Holbrook, Petrified For",,AZ,Apache County,America/Phoenix,928,NA,US,35.07,-109.76,22
86029,PO BOX,0,Sun Valley,Holbrook,,AZ,Navajo County,America/Phoenix,928,NA,US,34.96,-110.05,169
86030,PO BOX,0,Hotevilla,,Bacobi,AZ,Navajo County,America/Phoenix,928,NA,US,35.97,-110.73,910
86031,PO BOX,0,Indian Wells,Holbrook,Bitahochee,AZ,Navajo County,America/Denver,928,NA,US,35.41,-110.08,1274
86032,PO BOX,0,Joseph City,,,AZ,Navajo County,America/Phoenix,928,NA,US,35.08,-110.28,1357
86033,PO BOX,0,Kayenta,,"Baby Rock, Black Mesa, Chilchinbito, Oljato",AZ,Navajo County,America/Denver,928,NA,US,36.64,-110.18,7652
86034,PO BOX,0,Keams Canyon,,Jeddito,AZ,Navajo County,America/Phoenix,928,NA,US,35.76,-110.25,1490
86035,PO BOX,0,Leupp,,,AZ,Coconino County,America/Denver,928,NA,US,35.41,-111.02,1444
86036,STANDARD,0,Marble Canyon,,"Page, STA #10",AZ,Coconino County,America/Phoenix,928,NA,US,36.74,-111.85,250
86038,STANDARD,0,Mormon Lake,Flagstaff,,AZ,Coconino County,America/Phoenix,"520,928",NA,US,34.93,-111.47,95
86039,PO BOX,0,Kykotsmovi Village,Kykotsmovi,"Dennebito, Hard Rock, Hopi Indian Reservation, New Oraibi, Old Oraibi, Oraibi, Sand Springs",AZ,Navajo County,America/Phoenix,928,NA,US,35.91,-110.53,1320
86040,PO BOX,0,Page,,"Greenehaven, Lake Powell Mart",AZ,Coconino County,America/Denver,928,NA,US,36.68,-111.41,10109
86042,PO BOX,0,Polacca,,"First Mesa, Hano, Sichomovi, Walpi",AZ,Navajo County,America/Phoenix,928,NA,US,35.84,-110.37,1260
86043,PO BOX,0,Second Mesa,,"Mishongnovi, Shipolovi, Shongopovi, Toreva",AZ,Navajo County,America/Phoenix,928,NA,US,35.81,-110.48,1440
86044,STANDARD,0,Tonalea,,Red Lake,AZ,San Juan County,America/Denver,928,NA,US,36.91,-110.87,2830
86045,PO BOX,0,Tuba City,,"Coal Mine Mesa, Moenave, Moenkopi, Rare Metals",AZ,Coconino County,America/Phoenix,928,NA,US,36.09,-111.13,9840
86046,STANDARD,0,Williams,,,AZ,Coconino County,America/Phoenix,928,NA,US,35.37,-112.26,4820
86047,STANDARD,0,Winslow,,"Dilkon, Leupp Corner, Tolani, Tolani Lakes",AZ,Navajo County,America/Phoenix,928,NA,US,35.1,-110.64,10610
86052,PO BOX,0,North Rim,Fredonia,,AZ,Coconino County,America/Phoenix,928,NA,US,36.3,-112.08,14
86053,PO BOX,0,Kaibeto,Tonalea,,AZ,Coconino County,America/Denver,928,NA,US,36.69,-111.07,1897
86054,PO BOX,0,Shonto,Tonalea,,AZ,Navajo County,America/Denver,928,NA,US,36.72,-110.62,1242
86301,STANDARD,0,Prescott,,,AZ,Yavapai County,America/Phoenix,"520,928",NA,US,34.62,-112.42,18100
86302,PO BOX,0,Prescott,,,AZ,Yavapai County,America/Phoenix,928,NA,US,34.58,-112.43,1780
86303,STANDARD,0,Prescott,Groom Creek,,AZ,Yavapai County,America/Phoenix,"520,928",NA,US,34.49,-112.44,13970
86304,PO BOX,0,Prescott,,,AZ,Yavapai County,America/Phoenix,928,NA,US,34.57,-112.44,2056
86305,STANDARD,0,Prescott,Iron Springs,,AZ,Yavapai County,America/Phoenix,"520,928",NA,US,34.76,-112.88,15130
86312,PO BOX,0,Prescott Valley,Prescott Vly,,AZ,Yavapai County,America/Phoenix,928,NA,US,34.61,-112.32,2732
86313,PO BOX,0,Prescott,,,AZ,Yavapai County,America/Phoenix,928,NA,US,34.55,-112.45,197
86314,STANDARD,0,Prescott Valley,Prescott Vly,,AZ,Yavapai County,America/Phoenix,928,NA,US,34.63,-112.31,31430
86315,STANDARD,0,Prescott Valley,Prescott Vly,Prescott,AZ,Yavapai County,America/Phoenix,928,NA,US,34.69,-112.3,7000
86320,PO BOX,0,Ash Fork,,,AZ,Yavapai County,America/Phoenix,928,NA,US,35.13,-112.52,1547
86321,STANDARD,0,Bagdad,,,AZ,Yavapai County,America/Phoenix,928,NA,US,34.5,-113.07,1960
86322,STANDARD,0,Camp Verde,,,AZ,Yavapai County,America/Phoenix,928,NA,US,34.48,-111.78,9640
86323,STANDARD,0,Chino Valley,,,AZ,Yavapai County,America/Phoenix,928,NA,US,34.77,-112.45,15080
86324,STANDARD,0,Clarkdale,,,AZ,Yavapai County,America/Phoenix,928,NA,US,34.79,-112.1,3550
86325,STANDARD,0,Cornville,,,AZ,Yavapai County,America/Phoenix,"520,928",NA,US,34.73,-111.91,4290
86326,STANDARD,0,Cottonwood,,,AZ,Yavapai County,America/Phoenix,"520,928",NA,US,34.75,-112.01,20310
86327,STANDARD,0,Dewey,,,AZ,Yavapai County,America/Phoenix,928,NA,US,34.56,-112.12,8240
86329,PO BOX,0,Humboldt,,,AZ,Yavapai County,America/Phoenix,928,NA,US,34.5,-112.22,1136
86330,STANDARD,1,Prescott,Iron Springs,,AZ,Yavapai County,America/Phoenix,928,NA,US,34.67,-112.52,0
86331,PO BOX,0,Jerome,,,AZ,Yavapai County,America/Phoenix,928,NA,US,34.71,-112.16,437
86332,STANDARD,0,Kirkland,"Peeples Valley, Peeples Vly",,AZ,Yavapai County,America/Phoenix,928,NA,US,34.29,-112.66,1080
86333,STANDARD,0,Mayer,"Bensch Ranch, Cordes Lakes, Spring Valley",,AZ,Yavapai County,America/Phoenix,928,NA,US,34.34,-112.03,3850
86334,STANDARD,0,Paulden,,,AZ,Yavapai County,America/Phoenix,928,NA,US,34.9,-112.43,3500
86335,STANDARD,0,Rimrock,,,AZ,Yavapai County,America/Phoenix,928,NA,US,34.68,-111.7,3420
86336,STANDARD,0,Sedona,,,AZ,Yavapai County,America/Phoenix,928,NA,US,34.94,-111.94,9070
86337,PO BOX,0,Seligman,,,AZ,Yavapai County,America/Phoenix,928,NA,US,35.13,-112.99,962
86338,PO BOX,0,Skull Valley,,,AZ,Yavapai County,America/Phoenix,928,NA,US,34.58,-112.77,449
86339,PO BOX,0,Sedona,,,AZ,Yavapai County,America/Phoenix,928,NA,US,34.86,-111.76,1772
86340,PO BOX,0,Sedona,,,AZ,Yavapai County,America/Phoenix,928,NA,US,34.86,-111.79,987
86341,PO BOX,0,Sedona,,,AZ,Yavapai County,America/Phoenix,928,NA,US,34.77,-111.76,628
86342,PO BOX,0,Lake Montezuma,Lk Montezuma,,AZ,Yavapai County,America/Phoenix,928,NA,US,34.63,-111.77,573
86343,PO BOX,0,Crown King,,,AZ,Yavapai County,America/Phoenix,928,NA,US,34.2,-112.34,73
86351,STANDARD,0,Sedona,,,AZ,Yavapai County,America/Phoenix,"520,928",NA,US,34.75,-111.77,4820
86401,STANDARD,0,Kingman,,"Grasshopper Junction, Lake Mead Rancheros",AZ,Mohave County,America/Phoenix,928,NA,US,35.24,-113.76,19610
86402,PO BOX,0,Kingman,,,AZ,Mohave County,America/Phoenix,928,NA,US,35.22,-113.35,2554
86403,STANDARD,0,Lake Havasu City,Lk Havasu Cty,Havasu City,AZ,Mohave County,America/Phoenix,928,NA,US,34.48,-114.32,12760
86404,STANDARD,0,Lake Havasu City,Lk Havasu Cty,,AZ,Mohave County,America/Phoenix,928,NA,US,34.61,-114.3,12310
86405,PO BOX,0,Lake Havasu City,Lk Havasu Cty,,AZ,Mohave County,America/Phoenix,928,NA,US,34.5,-114.31,2386
86406,STANDARD,0,Lake Havasu City,Lk Havasu Cty,,AZ,Mohave County,America/Phoenix,928,NA,US,34.44,-114.24,18050
86409,STANDARD,0,Kingman,,,AZ,Mohave County,America/Phoenix,928,NA,US,35.24,-114.01,18610
86411,PO BOX,0,Hackberry,Kingman,,AZ,Mohave County,America/Phoenix,928,NA,US,35.36,-113.72,101
86412,PO BOX,0,Hualapai,Kingman,,AZ,Mohave County,America/Phoenix,928,NA,US,35.5,-113.88,342
86413,STANDARD,0,Golden Valley,Kingman,,AZ,Mohave County,America/Phoenix,928,NA,US,35.13,-114.25,6190
86426,STANDARD,0,Fort Mohave,Bullhead City,,AZ,Mohave County,America/Phoenix,928,NA,US,35,-114.56,10990
86427,PO BOX,0,Fort Mohave,Bullhead City,,AZ,Mohave County,America/Phoenix,928,NA,US,35.01,-114.58,1620
86429,STANDARD,0,Bullhead City,,,AZ,Mohave County,America/Phoenix,928,NA,US,35.14,-114.49,5430
86430,PO BOX,0,Bullhead City,,,AZ,Mohave County,America/Phoenix,928,NA,US,35.28,-114.49,954
86431,PO BOX,0,Chloride,,,AZ,Mohave County,America/Phoenix,928,NA,US,35.39,-114.21,266
86432,PO BOX,0,Littlefield,,Beaver Dam,AZ,Mohave County,America/Phoenix,928,NA,US,36.9,-113.94,1110
86433,PO BOX,0,Oatman,,,AZ,Mohave County,America/Phoenix,928,NA,US,34.92,-114.35,123
86434,STANDARD,0,Peach Springs,,"Grand Canyon Caverns, Shipley, Truxton",AZ,Mohave County,America/Phoenix,928,NA,US,35.64,-113.61,1420
86435,PO BOX,0,Supai,,Havasupai Indian Reservation,AZ,Coconino County,America/Phoenix,928,NA,US,36.15,-112.63,377
86436,STANDARD,0,Topock,,Golden Shores,AZ,Mohave County,America/Phoenix,928,NA,US,34.72,-114.44,1150
86437,STANDARD,0,Valentine,Kingman,,AZ,Mohave County,America/Phoenix,928,NA,US,35.39,-113.62,58
86438,PO BOX,0,Yucca,,,AZ,Mohave County,America/Phoenix,928,NA,US,34.76,-114.01,530
86439,PO BOX,0,Bullhead City,,,AZ,Mohave County,America/Phoenix,928,NA,US,35.14,-114.56,1664
86440,STANDARD,0,Mohave Valley,,,AZ,Mohave County,America/Phoenix,928,NA,US,34.86,-114.51,4870
86441,STANDARD,0,Dolan Springs,,,AZ,Mohave County,America/Phoenix,928,NA,US,35.64,-114.31,940
86442,STANDARD,0,Bullhead City,,,AZ,Mohave County,America/Phoenix,928,NA,US,35.09,-114.57,23660
86443,STANDARD,0,Temple Bar Marina,Templ Bar Mar,,AZ,Mohave County,America/Phoenix,928,NA,US,36.02,-114.29,17
86444,STANDARD,0,Meadview,,,AZ,Mohave County,America/Phoenix,928,NA,US,35.98,-114.06,630
86445,STANDARD,0,Willow Beach,"Kingman, White Hills",,AZ,Mohave County,America/Phoenix,928,NA,US,35.77,-114.5,220
86446,PO BOX,0,Mohave Valley,Bullhead City,,AZ,Mohave County,America/Phoenix,928,NA,US,34.91,-114.54,1103
86502,PO BOX,0,Chambers,,Wide Ruins,AZ,Apache County,America/Phoenix,928,NA,US,35.14,-109.57,618
86503,STANDARD,0,Chinle,,"Canyon De Chelly National Mo, Cottonwood Station, Huachuca Terrace, Low Mountain, Rough Rock, Salina, Smoke Signal, Tahchee, Tsail",AZ,Apache County,America/Denver,928,NA,US,36.23,-109.57,8592
86504,PO BOX,0,Fort Defiance,,White Clay,AZ,Apache County,America/Denver,928,NA,US,35.77,-109.11,2915
86505,STANDARD,0,Ganado,,"Cornfields, Greasewood, Hubbell Trading Post Nationa, Kin-li-chee, Klagetoh, Mennonite Mission, Navajo Station, Steamboat Canyon, Sunrise Springs, Toyei, Woodsprings",AZ,Apache County,America/Denver,928,NA,US,35.67,-109.65,3262
86506,PO BOX,0,Houck,,"Allentown, Oak Springs, Pine Springs, Querino",AZ,Apache County,America/Denver,928,NA,US,35.36,-109.24,541
86507,PO BOX,0,Lukachukai,Chinle,"Greasewood Springs, Upper Greasewood Trading Pos, Upper Wheatfields",AZ,Apache County,America/Denver,928,NA,US,36.45,-109.27,821
86508,PO BOX,0,Lupton,Houck,,AZ,Apache County,America/Denver,928,NA,US,35.29,-109.07,302
86510,PO BOX,0,Pinon,,,AZ,Navajo County,America/Denver,928,NA,US,36.2,-110.23,2420
86511,PO BOX,0,Saint Michaels,St Michaels,"Cross Canyon, Hunters Point, Two Story",AZ,Apache County,America/Denver,928,NA,US,35.55,-109.15,1822
86512,PO BOX,0,Sanders,,Burnt Water,AZ,Apache County,America/Phoenix,928,NA,US,35.13,-109.29,1539
86514,STANDARD,0,Teec Nos Pos,,"Immanuel Mission, Mexican Water, Red Mesa, Tolacon",AZ,Apache County,America/Denver,928,NA,US,36.89,-109.37,1960
86515,PO BOX,0,Window Rock,,"Navajo Indian Reservation, Tse Bonita",AZ,McKinley County,America/Denver,928,NA,US,35.69,-108.98,19730
86520,PO BOX,0,Blue Gap,Pinon,,AZ,Apache County,America/Denver,928,NA,US,36.07,-109.98,988
86535,PO BOX,0,Dennehotso,Teec Nos Pos,,AZ,Apache County,America/Denver,928,NA,US,36.8,-109.84,507
86538,PO BOX,0,Many Farms,Chinle,,AZ,Apache County,America/Denver,928,NA,US,36.39,-109.59,1144
86540,PO BOX,0,Nazlini,Ganado,,AZ,Apache County,America/Denver,928,NA,US,35.92,-109.41,254
86544,PO BOX,0,Red Valley,Teec Nos Pos,,AZ,Apache County,America/Denver,928,NA,US,36.61,-109.16,191
86545,PO BOX,0,Rock Point,,Chinle,AZ,Apache County,America/Denver,928,NA,US,36.66,-109.6,703
86547,PO BOX,0,Round Rock,Chinle,,AZ,Apache County,America/Denver,928,NA,US,36.53,-109.44,387
86555,STANDARD,1,Douglas,,,AZ,Cochise County,America/Phoenix,520,NA,US,31.38,-109.55,0
86556,PO BOX,0,Tsaile,Chinle,,AZ,Apache County,America/Denver,928,NA,US,36.27,-109.26,660
